ID,X273C1,X273C2,X273sh18.2,X273sh18.1,X273sh53.2,X273sh53.1,X379C1,X379C2,X379sh18.2,X379sh18.1
ENSG00000268660,7,3,4,3,0,4,0,0,1,0
ENSG00000270837,0,0,0,0,0,0,0,0,0,0
ENSG00000176293,262,310,184,228,242,374,159,166,118,117
ENSG00000243642,6,15,3,5,0,4,0,1,0,2
ENSG00000121413,2627,3110,1958,2442,1944,3258,1014,1262,1153,1642
ENSG00000181894,732,812,523,691,568,1084,359,483,403,482
ENSG00000268293,5,1,0,1,0,2,1,3,0,0
ENSG00000269236,1,1,1,0,0,0,0,0,0,0
ENSG00000171606,1764,2080,1283,1635,1252,2258,581,794,781,920
ENSG00000213013,15,17,5,20,5,14,11,15,19,18
ENSG00000268866,4,1,1,0,0,5,0,3,0,1
ENSG00000198131,310,341,284,334,315,467,244,380,382,336
ENSG00000283515,4,3,5,4,7,4,3,7,1,5
ENSG00000268516,197,234,179,219,173,294,130,161,125,114
ENSG00000268201,24,35,26,37,17,32,20,33,31,19
ENSG00000278129,887,1226,688,895,566,1057,506,654,579,586
ENSG00000267216,57,69,30,46,35,50,28,30,22,31
ENSG00000142396,605,645,487,547,424,651,390,485,514,601
ENSG00000283103,249,326,220,255,196,335,177,247,214,302
ENSG00000269794,8,17,5,6,2,6,4,10,6,4
ENSG00000182318,346,416,280,360,284,501,210,307,317,339
ENSG00000277588,1,2,0,0,3,0,0,0,0,0
ENSG00000121410,46,61,25,39,22,41,14,11,43,17
ENSG00000268230,52,70,53,55,46,66,8,27,42,41
ENSG00000268895,50,83,51,75,45,52,26,49,42,65
ENSG00000279611,14,23,20,23,15,21,5,8,22,14
ENSG00000174586,265,352,217,238,208,276,129,198,172,170
ENSG00000268049,78,88,53,54,55,88,31,37,46,33
ENSG00000269054,34,30,31,19,29,24,19,26,16,18
ENSG00000152475,224,279,169,221,192,313,148,161,162,200
ENSG00000083845,12863,18623,12806,12670,12501,17465,6117,7749,7500,9709
ENSG00000266640,5,6,3,3,3,1,1,3,1,1
ENSG00000269855,3,3,0,2,0,2,1,1,1,1
ENSG00000268307,22,22,16,16,8,15,10,12,3,2
ENSG00000171574,604,668,417,463,499,824,215,337,251,232
ENSG00000232098,753,843,417,628,479,739,235,315,200,224
ENSG00000268543,28,28,24,24,18,20,25,27,32,20
ENSG00000268912,76,107,65,87,63,114,80,99,118,110
ENSG00000131849,157,169,155,186,117,201,127,152,179,168
ENSG00000269473,27,35,20,29,21,38,22,35,8,19
ENSG00000249471,191,212,153,167,190,284,115,165,148,140
ENSG00000083812,645,728,454,657,472,785,356,470,480,577
ENSG00000083838,328,461,295,343,256,418,175,249,285,383
ENSG00000269106,0,0,0,0,0,0,0,0,0,0
ENSG00000083807,281,346,240,267,234,351,133,180,133,161
ENSG00000252334,1,3,2,3,2,3,3,4,1,3
ENSG00000265272,1,0,0,4,0,1,0,0,4,1
ENSG00000273901,8,9,1,5,5,7,5,2,3,2
ENSG00000119574,1027,1103,764,946,693,1208,593,802,764,988
ENSG00000264910,0,0,0,0,0,0,0,0,0,1
ENSG00000130726,19186,26471,16705,18249,15909,22324,13120,17545,16006,19622
ENSG00000275924,4,0,0,3,2,0,2,0,0,1
ENSG00000130724,2900,3349,2228,2854,2197,4077,1821,2382,1561,2530
ENSG00000130725,3903,5055,3180,3609,3628,5166,2969,4140,3149,4512
ENSG00000267858,223,275,147,174,134,206,119,155,209,214
ENSG00000099326,1805,2402,1161,1439,1204,1702,860,1266,1159,1219
ENSG00000213753,1261,1743,1028,1110,1089,1565,1131,1521,1173,1506
ENSG00000268784,0,0,0,0,0,0,0,0,0,0
ENSG00000269032,0,0,0,0,0,0,0,0,0,0
ENSG00000269600,1,0,0,0,0,0,0,1,0,0
ENSG00000251841,0,0,0,0,0,0,0,0,0,0
ENSG00000184895,1,0,0,0,0,1,2,9,3,1
ENSG00000237659,0,0,0,0,0,1,1,0,0,1
ENSG00000232195,2,2,0,1,1,5,0,0,0,1
ENSG00000129824,33119,47848,28199,29888,29501,43793,2495,3300,2983,3352
ENSG00000227289,19,16,8,8,2,11,3,3,0,2
ENSG00000229163,22,18,5,13,10,15,0,1,2,1
ENSG00000278847,76,90,35,51,47,73,2,5,3,7
ENSG00000067646,1370,1652,1334,1587,1146,2032,259,369,489,481
ENSG00000233070,4,2,0,1,0,0,0,1,0,0
ENSG00000223600,1,0,0,0,0,1,0,0,0,0
ENSG00000231535,5,1,2,1,3,1,0,1,0,0
ENSG00000234652,0,0,0,0,0,0,0,0,0,0
ENSG00000216777,0,0,0,0,0,0,0,0,0,0
ENSG00000176679,2,0,0,1,0,2,0,0,0,0
ENSG00000232927,3,0,0,2,0,4,0,1,0,0
ENSG00000225653,3,0,0,0,0,3,0,0,0,0
ENSG00000218410,0,0,0,0,0,0,0,0,0,1
ENSG00000229518,1,0,0,0,0,1,0,0,0,0
ENSG00000229308,0,0,0,0,0,0,0,0,0,0
ENSG00000252900,0,0,0,0,0,0,0,0,0,0
ENSG00000225878,0,0,0,0,0,0,0,0,0,0
ENSG00000277930,0,0,0,0,0,0,0,0,0,0
ENSG00000099715,0,0,0,0,0,0,0,0,0,0
ENSG00000252468,0,0,0,1,0,0,0,0,0,0
ENSG00000231341,3,0,2,0,1,0,0,2,0,1
ENSG00000235001,4,5,4,2,5,5,0,9,0,3
ENSG00000214207,0,0,0,0,0,0,0,0,0,0
ENSG00000278585,0,0,0,1,0,0,0,0,0,0
ENSG00000235175,1,0,0,0,0,0,1,2,0,0
ENSG00000237195,0,0,0,0,0,0,0,0,0,0
ENSG00000251275,0,0,0,0,0,0,0,0,0,0
ENSG00000237069,0,0,0,0,0,0,0,0,0,0
ENSG00000250204,0,1,0,0,0,0,0,0,0,0
ENSG00000168757,0,2,0,0,0,0,0,0,0,0
ENSG00000234830,1,3,0,0,0,1,0,1,0,1
ENSG00000238235,0,0,0,0,0,0,0,0,0,0
ENSG00000275352,1,0,0,0,0,0,0,0,0,0
ENSG00000234583,0,0,0,0,0,0,0,0,0,0
ENSG00000235094,0,0,0,0,0,0,0,0,0,0
ENSG00000242879,0,0,0,0,0,0,0,0,0,0
ENSG00000223744,0,0,0,0,0,0,0,0,0,0
ENSG00000229643,0,3,0,4,0,2,0,0,0,0
ENSG00000129816,0,0,0,0,0,0,0,0,0,0
ENSG00000212856,0,0,0,0,0,0,0,0,0,0
ENSG00000237563,0,0,0,0,0,0,0,0,0,0
ENSG00000147753,0,0,0,0,0,1,0,0,0,0
ENSG00000185700,0,0,2,0,0,0,0,0,0,0
ENSG00000235895,0,0,0,0,0,0,0,0,0,0
ENSG00000232620,0,0,0,0,0,0,0,0,0,0
ENSG00000224953,0,0,0,1,0,2,0,0,0,1
ENSG00000274365,0,0,1,0,0,0,0,0,0,0
ENSG00000233634,0,0,0,0,0,0,0,0,0,0
ENSG00000099721,0,0,0,1,0,0,0,0,0,0
ENSG00000237701,0,0,0,0,1,1,0,0,0,0
ENSG00000092377,2,0,0,1,0,5,0,2,0,1
ENSG00000273906,3,0,0,1,0,4,0,1,0,0
ENSG00000232583,0,0,0,0,0,0,0,0,0,0
ENSG00000099725,1215,1787,1059,1074,1106,1360,559,876,696,710
ENSG00000252633,1,0,1,0,0,0,0,0,0,0
ENSG00000251996,0,0,0,0,1,0,1,0,0,0
ENSG00000252155,0,0,0,0,0,0,0,0,0,0
ENSG00000252472,2,0,0,3,0,1,0,0,0,0
ENSG00000275280,3,0,0,0,0,1,0,0,0,0
ENSG00000238073,0,0,0,0,0,0,0,0,0,0
ENSG00000223422,0,0,0,0,0,0,0,0,0,0
ENSG00000236435,0,0,0,0,0,0,0,0,0,0
ENSG00000236690,0,0,0,0,0,0,0,0,0,0
ENSG00000225520,1,0,1,0,0,0,0,0,0,0
ENSG00000234795,3,0,0,2,0,6,1,0,0,0
ENSG00000237048,0,0,0,0,0,0,0,0,0,0
ENSG00000278854,0,0,0,0,0,0,0,0,0,0
ENSG00000215603,0,0,0,0,0,1,0,0,0,0
ENSG00000273863,1,0,0,0,0,0,0,0,0,0
ENSG00000244246,0,0,0,0,0,0,0,0,0,0
ENSG00000229745,0,0,0,0,0,0,0,0,0,0
ENSG00000241200,0,0,0,0,0,0,0,0,0,0
ENSG00000239893,0,0,0,1,0,1,0,0,0,0
ENSG00000227204,0,0,0,0,0,0,0,1,0,0
ENSG00000225809,0,0,0,0,0,0,0,0,0,0
ENSG00000215601,0,0,0,0,0,0,0,0,0,0
ENSG00000224634,0,0,0,0,0,1,0,0,0,0
ENSG00000223955,0,0,0,0,0,0,0,0,0,0
ENSG00000234179,0,0,0,0,0,0,0,0,0,0
ENSG00000226529,0,0,0,0,0,0,0,0,0,0
ENSG00000234850,0,0,0,0,0,0,0,0,0,0
ENSG00000227830,2,0,0,0,0,0,0,0,0,0
ENSG00000216824,0,0,0,0,0,0,0,0,0,0
ENSG00000275866,0,0,0,0,0,0,0,0,0,0
ENSG00000279435,0,0,0,0,0,0,0,0,0,0
ENSG00000232348,0,0,0,0,0,0,0,0,1,3
ENSG00000233699,0,1,0,1,0,2,0,0,0,0
ENSG00000279664,0,0,0,0,0,1,0,0,1,0
ENSG00000232419,0,0,0,0,0,0,0,0,0,0
ENSG00000279547,0,0,0,0,2,1,0,0,0,0
ENSG00000180910,0,0,0,0,0,0,0,0,0,0
ENSG00000228207,0,0,0,0,0,0,0,0,0,0
ENSG00000173357,0,0,0,0,0,0,0,0,0,0
ENSG00000273731,0,0,0,0,0,0,0,0,0,0
ENSG00000230025,1,0,0,0,0,0,0,0,0,0
ENSG00000231988,0,0,0,0,0,0,0,0,0,0
ENSG00000232235,0,0,0,0,0,0,0,0,0,0
ENSG00000224408,0,0,0,0,0,0,0,0,0,0
ENSG00000238154,1,0,0,0,0,0,0,0,0,0
ENSG00000232924,0,0,0,0,0,0,0,0,0,0
ENSG00000197038,0,0,0,0,0,0,0,0,0,0
ENSG00000275310,0,0,0,0,0,0,0,0,0,0
ENSG00000232808,0,0,0,0,0,0,0,0,0,0
ENSG00000233803,0,0,0,0,0,0,0,0,0,0
ENSG00000225560,0,0,0,2,0,2,0,0,0,0
ENSG00000229549,0,0,0,0,0,0,0,0,0,0
ENSG00000228383,0,0,0,0,0,0,0,0,0,0
ENSG00000188656,0,0,0,0,0,0,0,0,0,0
ENSG00000237802,1,0,0,0,0,1,0,0,0,0
ENSG00000228927,0,0,0,0,0,0,0,0,0,0
ENSG00000225516,0,0,0,0,0,0,0,1,0,0
ENSG00000258992,0,0,0,0,0,0,0,0,0,0
ENSG00000274196,1,0,0,0,0,1,0,0,0,0
ENSG00000238074,0,0,0,0,0,0,0,0,0,0
ENSG00000230066,0,0,0,0,0,0,0,0,0,0
ENSG00000270073,0,0,0,0,0,0,0,0,0,0
ENSG00000234803,0,0,0,0,0,1,0,0,0,1
ENSG00000236424,0,0,0,0,0,0,0,0,0,0
ENSG00000224336,0,0,0,0,0,0,0,0,0,0
ENSG00000236786,0,0,0,0,0,0,0,0,0,0
ENSG00000231436,0,0,0,0,0,0,0,0,0,0
ENSG00000234110,0,0,0,0,0,0,0,0,0,0
ENSG00000226223,0,0,0,0,0,0,0,0,0,0
ENSG00000232617,0,0,0,0,0,0,0,0,0,0
ENSG00000183385,0,0,0,0,0,0,0,0,0,0
ENSG00000147761,0,0,0,0,0,0,0,0,0,0
ENSG00000228890,0,0,0,0,0,0,0,0,0,0
ENSG00000212855,0,0,0,0,0,0,0,0,0,0
ENSG00000129845,0,0,0,0,0,0,0,0,0,0
ENSG00000224075,1,2,1,0,0,0,0,0,0,0
ENSG00000228379,0,0,2,0,0,0,0,0,0,1
ENSG00000229208,0,0,0,0,0,0,0,0,0,0
ENSG00000274445,0,0,0,0,0,0,0,0,0,0
ENSG00000231874,0,0,0,0,0,0,0,0,0,0
ENSG00000187657,0,0,0,0,0,1,0,0,0,0
ENSG00000239225,0,0,0,0,0,0,0,0,0,0
ENSG00000234950,0,0,0,0,0,0,0,0,0,0
ENSG00000236718,0,0,0,0,0,0,0,0,0,0
ENSG00000243643,0,0,0,0,0,0,0,0,0,0
ENSG00000225685,0,0,0,0,0,0,0,0,0,0
ENSG00000278478,0,0,0,0,0,0,0,0,0,0
ENSG00000235193,0,0,0,0,0,0,0,0,0,0
ENSG00000235691,1,0,0,0,0,0,0,0,0,0
ENSG00000226975,0,0,0,0,0,0,0,0,0,0
ENSG00000231411,0,0,0,0,0,0,0,0,0,0
ENSG00000226061,0,0,0,0,0,0,0,0,0,0
ENSG00000237447,0,0,0,0,0,0,0,0,0,0
ENSG00000225840,1,1,0,0,0,1,1,0,0,0
ENSG00000273858,0,0,0,0,0,0,0,0,0,0
ENSG00000273693,0,0,0,0,0,1,0,0,0,0
ENSG00000271365,0,0,0,0,0,0,0,0,0,0
ENSG00000271309,0,0,0,0,0,0,0,1,0,0
ENSG00000270570,0,1,0,0,0,0,3,0,0,0
ENSG00000274231,0,0,0,0,0,0,0,0,0,0
ENSG00000278212,0,0,0,0,0,0,0,0,0,0
ENSG00000274502,0,0,0,0,0,0,0,1,0,0
ENSG00000274162,0,0,0,0,0,0,0,0,1,0
ENSG00000258567,0,0,0,0,0,0,0,0,0,0
ENSG00000259154,0,0,0,0,0,0,0,0,0,0
ENSG00000259029,0,0,0,0,0,0,0,0,0,0
ENSG00000258991,0,0,0,0,0,1,0,0,0,0
ENSG00000270455,0,0,0,0,0,0,0,0,0,0
ENSG00000183704,1,0,0,0,0,0,0,0,0,0
ENSG00000270242,0,0,0,0,0,0,0,0,0,0
ENSG00000275828,1,0,0,0,0,0,0,0,0,0
ENSG00000225433,0,0,0,0,0,0,0,0,0,0
ENSG00000224567,0,0,0,0,0,0,0,0,0,0
ENSG00000271375,0,0,0,0,0,0,0,0,0,0
ENSG00000234385,0,0,0,0,0,0,0,0,0,0
ENSG00000215583,0,0,0,0,0,0,0,0,0,0
ENSG00000235649,1,0,0,0,0,0,0,0,0,0
ENSG00000236477,0,0,0,0,0,1,0,0,0,1
ENSG00000232226,0,0,0,0,0,0,0,0,0,0
ENSG00000243980,0,0,0,0,0,0,0,0,0,1
ENSG00000232730,0,0,0,0,0,0,0,0,0,0
ENSG00000224060,0,0,0,0,0,0,0,1,0,0
ENSG00000225117,0,0,0,0,0,0,0,0,0,1
ENSG00000206159,0,0,0,0,0,3,1,0,0,1
ENSG00000227447,0,0,0,0,0,0,0,0,0,0
ENSG00000226863,0,0,0,0,0,0,0,0,0,1
ENSG00000233774,0,0,0,0,0,0,0,0,0,0
ENSG00000233864,38,31,21,32,24,41,309,407,366,353
ENSG00000114374,77,70,67,78,73,129,511,681,812,789
ENSG00000228411,0,0,0,0,0,0,0,0,0,0
ENSG00000067048,358,388,256,298,303,562,1503,2121,2578,2836
ENSG00000234059,0,0,0,0,0,0,0,1,0,0
ENSG00000224035,0,0,0,0,0,0,0,0,0,0
ENSG00000235462,0,0,0,0,0,0,0,1,0,0
ENSG00000223915,0,0,0,0,0,0,0,0,0,3
ENSG00000183878,59,57,59,63,57,81,303,434,506,502
ENSG00000215414,5,6,1,0,1,4,2,2,4,4
ENSG00000154620,3,2,4,3,6,13,34,50,41,51
ENSG00000241859,2,3,1,2,1,3,36,91,75,87
ENSG00000129864,0,0,0,0,0,0,0,0,0,0
ENSG00000129862,0,0,0,0,0,0,0,0,0,0
ENSG00000235451,0,0,0,0,0,0,0,0,0,0
ENSG00000223517,0,0,0,0,0,0,0,0,0,0
ENSG00000165246,77,85,62,56,57,95,886,1206,1257,1211
ENSG00000226555,0,1,0,0,0,0,1,2,2,0
ENSG00000228787,0,0,0,0,0,2,1,3,5,8
ENSG00000236131,0,0,0,0,0,0,0,0,0,0
ENSG00000227949,0,0,0,0,0,0,0,0,0,0
ENSG00000224518,0,0,0,0,0,0,0,0,0,0
ENSG00000234620,0,0,0,0,0,0,0,0,0,0
ENSG00000227166,0,0,0,0,0,0,0,0,0,0
ENSG00000252689,0,0,0,0,0,0,0,0,0,0
ENSG00000252173,0,0,0,0,0,0,0,0,0,0
ENSG00000252323,0,0,0,0,0,0,0,0,0,0
ENSG00000228518,0,0,0,0,0,0,0,0,0,1
ENSG00000271595,0,0,0,0,0,0,0,0,0,0
ENSG00000224989,0,0,0,0,0,0,0,0,0,0
ENSG00000283076,0,0,0,0,0,0,0,0,0,0
ENSG00000228578,0,0,0,0,0,0,0,0,0,0
ENSG00000230663,0,0,0,0,0,0,0,0,0,0
ENSG00000273966,0,0,0,0,0,0,0,0,0,0
ENSG00000238191,0,0,0,0,0,0,0,0,0,0
ENSG00000226353,0,0,0,0,0,0,0,0,0,0
ENSG00000275578,0,0,0,0,0,0,0,0,0,0
ENSG00000226449,0,0,0,0,0,0,0,0,0,0
ENSG00000225896,0,0,0,0,0,0,0,0,0,0
ENSG00000224166,0,0,0,0,0,0,0,0,0,0
ENSG00000229129,0,0,0,0,0,0,1,0,0,0
ENSG00000250868,0,0,0,0,0,0,0,0,0,0
ENSG00000223555,0,0,0,0,0,0,0,0,0,0
ENSG00000235521,0,0,0,0,0,0,0,0,0,0
ENSG00000252513,0,0,0,0,0,0,0,0,0,0
ENSG00000224964,0,0,0,0,0,0,0,0,0,0
ENSG00000226011,0,0,0,0,0,0,0,0,0,0
ENSG00000225740,0,0,0,0,0,0,0,0,0,0
ENSG00000129873,0,0,0,0,0,0,0,0,0,0
ENSG00000229138,0,0,0,0,0,0,0,0,0,0
ENSG00000224485,0,0,0,0,0,0,0,0,0,0
ENSG00000226116,0,0,0,0,0,0,0,0,0,0
ENSG00000237558,0,0,0,0,0,0,0,0,0,0
ENSG00000233378,0,0,0,0,0,0,0,0,0,0
ENSG00000237616,0,0,0,0,0,0,0,0,0,0
ENSG00000224033,0,0,0,0,0,0,0,0,0,0
ENSG00000182415,0,0,0,0,0,0,0,0,0,0
ENSG00000230412,0,0,0,0,0,0,0,0,0,0
ENSG00000226611,0,0,0,0,0,0,0,0,0,0
ENSG00000225895,0,0,0,0,0,0,0,0,0,0
ENSG00000233120,0,0,0,0,0,0,0,0,0,0
ENSG00000252166,0,0,0,0,0,0,0,0,0,0
ENSG00000232744,0,0,0,0,0,0,0,0,0,0
ENSG00000244646,0,0,0,0,0,0,0,0,0,0
ENSG00000229465,0,0,0,0,0,0,0,0,0,0
ENSG00000231311,0,0,0,0,0,0,0,0,0,1
ENSG00000236599,0,0,0,0,0,0,0,0,0,0
ENSG00000232899,0,0,0,0,0,0,0,0,0,0
ENSG00000229302,0,0,0,0,0,0,0,0,0,0
ENSG00000228945,0,0,0,0,0,0,0,0,0,0
ENSG00000233522,0,0,0,0,0,0,0,0,0,0
ENSG00000278391,0,0,0,0,0,0,0,0,0,0
ENSG00000249726,0,0,0,0,0,0,0,0,0,0
ENSG00000282909,0,0,0,0,0,0,0,0,0,0
ENSG00000226362,0,0,0,0,0,0,0,0,0,0
ENSG00000225716,0,0,0,0,0,0,0,0,0,0
ENSG00000229406,0,0,0,0,0,0,0,0,0,0
ENSG00000227494,0,0,0,0,0,0,0,0,1,1
ENSG00000252209,0,0,0,0,0,0,0,0,0,0
ENSG00000249634,0,0,0,3,0,0,0,0,0,0
ENSG00000251510,0,0,0,0,0,0,0,0,0,0
ENSG00000238067,0,0,0,0,0,0,0,0,0,0
ENSG00000233546,0,0,0,0,0,0,0,0,0,0
ENSG00000230377,0,0,0,0,0,0,0,0,0,0
ENSG00000250951,0,0,0,0,0,0,0,0,0,0
ENSG00000172468,0,0,0,0,0,0,0,0,0,0
ENSG00000230458,0,0,0,0,0,0,0,0,0,0
ENSG00000131007,0,0,0,0,0,0,0,0,0,0
ENSG00000240438,0,0,0,0,0,0,0,0,0,0
ENSG00000235479,0,0,0,0,0,0,0,0,0,0
ENSG00000249606,0,0,0,0,0,0,0,0,0,0
ENSG00000242153,0,0,0,0,0,0,0,0,0,0
ENSG00000169953,0,0,0,0,0,0,0,0,0,1
ENSG00000236429,0,0,0,0,0,0,0,0,0,0
ENSG00000249501,0,0,0,0,0,0,0,0,0,0
ENSG00000228193,0,0,0,0,0,0,0,0,0,0
ENSG00000248573,0,0,0,0,0,0,0,0,0,0
ENSG00000230904,0,0,0,0,0,0,0,0,0,0
ENSG00000238135,0,0,0,0,0,0,0,0,0,0
ENSG00000224151,0,0,0,0,0,0,0,0,0,0
ENSG00000251970,0,0,0,0,0,0,0,0,0,0
ENSG00000238088,0,0,0,0,0,0,0,0,0,0
ENSG00000217179,0,0,0,0,0,0,0,0,0,0
ENSG00000176728,15,6,8,9,9,13,51,82,62,70
ENSG00000217896,1,0,1,0,0,1,0,2,0,2
ENSG00000185275,0,0,0,0,0,0,0,2,1,0
ENSG00000252766,0,0,0,0,0,0,0,1,0,0
ENSG00000274282,0,0,0,0,0,0,0,0,0,0
ENSG00000234529,0,0,0,0,0,3,0,0,0,0
ENSG00000215580,2,1,0,0,0,0,0,1,0,2
ENSG00000131002,102,112,86,84,72,168,592,889,1047,933
ENSG00000279335,0,0,0,0,0,0,0,0,1,0
ENSG00000267793,1,0,0,0,1,1,7,7,6,4
ENSG00000260197,1,1,2,3,2,4,18,18,29,23
ENSG00000012817,261,262,205,303,274,429,1069,1485,2164,1872
ENSG00000274837,0,0,0,0,0,0,0,0,0,0
ENSG00000237997,0,0,0,0,0,0,0,0,0,0
ENSG00000232522,0,0,0,0,0,0,0,0,0,2
ENSG00000228764,0,0,0,0,0,0,0,0,0,0
ENSG00000229236,0,0,0,0,0,0,3,3,7,4
ENSG00000277438,0,0,0,0,0,0,0,0,0,0
ENSG00000198692,55,65,28,49,41,68,422,594,471,440
ENSG00000225624,0,0,0,0,0,0,0,0,0,0
ENSG00000280969,0,3,0,1,0,2,0,0,0,1
ENSG00000224482,0,0,0,0,0,0,0,0,0,0
ENSG00000216844,0,0,0,0,0,0,0,0,0,0
ENSG00000229551,0,0,0,0,0,0,0,0,0,0
ENSG00000226504,0,0,0,0,0,0,0,0,0,0
ENSG00000254488,0,0,0,0,0,0,0,0,0,0
ENSG00000237427,0,0,0,0,0,0,0,0,0,0
ENSG00000232634,0,0,0,0,0,0,0,0,0,0
ENSG00000226918,0,0,0,0,0,0,0,0,0,1
ENSG00000183146,0,0,0,0,0,0,1,0,0,1
ENSG00000223637,0,0,0,0,0,0,0,0,0,0
ENSG00000236615,0,0,0,0,0,0,0,0,0,0
ENSG00000237269,0,0,0,0,0,0,0,0,0,0
ENSG00000235719,0,0,0,0,0,0,0,0,0,0
ENSG00000169849,0,0,0,0,0,0,1,0,0,0
ENSG00000169811,0,0,0,0,0,0,0,0,0,0
ENSG00000242393,0,0,0,0,0,0,0,0,0,0
ENSG00000242875,0,0,0,0,0,0,0,0,0,0
ENSG00000234414,0,0,0,0,0,0,0,0,0,0
ENSG00000228257,0,0,0,0,0,0,0,0,0,0
ENSG00000227989,0,0,0,0,0,0,0,0,0,0
ENSG00000184991,0,0,0,0,0,0,0,0,0,0
ENSG00000271123,0,0,0,0,0,0,0,0,0,2
ENSG00000226042,0,0,0,0,0,0,0,0,0,0
ENSG00000237023,0,0,0,0,0,0,0,1,0,0
ENSG00000229416,0,0,0,0,0,0,0,0,0,0
ENSG00000230029,0,0,0,0,0,0,0,0,0,0
ENSG00000277519,0,0,0,0,0,0,0,0,1,1
ENSG00000229725,0,0,0,0,0,0,0,0,0,0
ENSG00000244395,0,0,0,0,0,0,0,0,0,0
ENSG00000251618,0,0,0,0,0,0,0,0,0,0
ENSG00000242389,0,0,0,0,0,0,0,0,0,0
ENSG00000227444,0,0,0,0,0,0,0,0,0,0
ENSG00000226092,0,0,0,0,0,0,0,0,0,0
ENSG00000237968,0,0,0,0,0,0,0,0,0,0
ENSG00000231159,0,0,0,0,0,0,0,0,0,0
ENSG00000232475,0,0,0,0,0,0,0,0,0,0
ENSG00000229553,0,0,0,0,0,0,0,0,0,0
ENSG00000228850,0,0,0,0,0,0,0,0,0,0
ENSG00000232029,0,0,0,0,0,0,0,0,0,0
ENSG00000169807,0,0,0,0,0,0,0,0,0,0
ENSG00000236951,0,0,0,0,0,0,0,0,0,0
ENSG00000131548,0,0,0,0,0,0,0,0,0,0
ENSG00000169800,0,0,0,0,0,0,0,0,0,0
ENSG00000229159,0,0,0,0,0,0,0,0,0,0
ENSG00000225615,0,0,0,0,0,0,0,0,0,0
ENSG00000229234,0,0,0,0,0,0,0,0,0,1
ENSG00000215560,0,0,0,0,0,0,0,0,0,0
ENSG00000229940,0,0,0,0,0,0,0,0,0,0
ENSG00000243040,0,0,0,0,0,0,0,0,0,0
ENSG00000259247,0,0,0,0,0,0,0,0,0,0
ENSG00000237902,0,0,0,0,0,0,0,0,0,0
ENSG00000226941,0,0,0,0,0,0,0,0,0,0
ENSG00000235059,0,0,0,0,0,0,0,0,0,0
ENSG00000131538,0,0,0,0,0,0,0,0,0,0
ENSG00000169789,0,0,0,0,0,0,0,0,0,0
ENSG00000234131,0,0,0,0,0,0,0,0,0,0
ENSG00000224873,0,0,0,0,0,0,0,0,0,0
ENSG00000230814,0,0,0,0,0,0,0,0,0,0
ENSG00000228571,0,0,0,0,0,0,0,0,0,0
ENSG00000230476,0,0,0,0,0,0,0,0,0,0
ENSG00000273589,0,0,0,0,0,0,0,0,0,0
ENSG00000224657,0,0,0,0,0,0,0,0,0,0
ENSG00000224917,0,0,0,0,0,0,0,0,0,0
ENSG00000230727,0,0,0,0,0,0,0,0,0,0
ENSG00000228240,0,0,0,0,0,0,0,0,2,0
ENSG00000276829,0,0,0,0,0,0,0,0,0,0
ENSG00000215537,0,0,0,0,0,0,0,0,0,0
ENSG00000226906,0,0,0,0,0,0,0,0,0,0
ENSG00000183753,0,0,0,0,0,0,0,0,0,0
ENSG00000244000,0,0,0,0,0,0,0,0,0,0
ENSG00000232764,0,0,0,0,0,0,0,0,0,0
ENSG00000233126,0,0,0,0,0,0,0,0,0,0
ENSG00000227251,0,0,0,0,0,0,0,0,0,0
ENSG00000188120,0,0,0,0,0,0,0,0,0,0
ENSG00000205944,0,0,0,0,0,0,0,0,0,0
ENSG00000205936,0,0,0,0,0,0,0,0,0,0
ENSG00000251925,0,0,0,0,0,0,0,0,0,0
ENSG00000225189,0,0,0,0,0,0,0,0,0,0
ENSG00000230073,0,0,0,0,0,0,0,0,0,0
ENSG00000215540,0,0,0,0,0,0,0,0,0,0
ENSG00000236647,0,0,0,0,0,0,0,0,0,0
ENSG00000225466,0,0,0,0,0,0,0,0,0,0
ENSG00000224169,0,0,0,0,0,0,0,0,0,0
ENSG00000223407,0,0,0,0,0,0,0,0,0,0
ENSG00000226873,0,0,0,0,0,0,0,0,0,0
ENSG00000227915,0,0,0,0,0,0,0,0,0,0
ENSG00000169763,0,0,0,0,0,0,0,0,0,0
ENSG00000236620,0,0,0,0,0,0,0,0,0,0
ENSG00000224866,0,0,0,0,0,0,0,0,0,0
ENSG00000232424,0,0,0,0,0,0,0,0,0,0
ENSG00000252681,0,0,0,0,0,0,0,0,0,0
ENSG00000232910,0,0,0,0,0,0,0,0,0,0
ENSG00000232845,0,0,0,0,0,0,0,0,0,0
ENSG00000237302,0,0,0,0,0,0,0,0,0,0
ENSG00000231540,0,0,0,0,0,0,0,0,0,0
ENSG00000223362,0,0,0,0,0,0,0,0,0,0
ENSG00000231026,0,0,0,0,0,0,0,0,0,0
ENSG00000224571,0,0,0,0,0,0,0,0,0,0
ENSG00000226369,0,0,0,0,0,0,0,0,0,0
ENSG00000280961,0,0,0,0,0,0,0,0,0,0
ENSG00000227871,0,0,0,0,0,0,0,0,0,0
ENSG00000251917,0,0,0,0,0,0,0,0,0,0
ENSG00000231423,0,0,0,0,0,0,0,0,0,0
ENSG00000228465,0,0,0,0,0,0,0,0,0,0
ENSG00000232585,0,0,0,0,0,0,0,0,0,0
ENSG00000234081,0,0,0,0,0,0,0,0,0,0
